enzyme	SEED_subsystem	SEED_subsystem_functional_category	description	rel_abundance_SRR29355722	reads_SRR29355722	rel_abundance_SRR29355723	reads_SRR29355723	rel_abundance_SRR29355724	reads_SRR29355724	rel_abundance_SRR29355725	reads_SRR29355725	rel_abundance_SRR29355726	reads_SRR29355726	rel_abundance_SRR29355727	reads_SRR29355727	rel_abundance_SRR29355728	reads_SRR29355728	rel_abundance_SRR29355729	reads_SRR29355729	rel_abundance_SRR29355730	reads_SRR29355730	rel_abundance_SRR29355731	reads_SRR29355731	rel_abundance_SRR29355732	reads_SRR29355732	rel_abundance_SRR29355733	reads_SRR29355733	rel_abundance_SRR29355734	reads_SRR29355734	rel_abundance_SRR29355735	reads_SRR29355735	rel_abundance_SRR29355736	reads_SRR29355736	rel_abundance_SRR29355737	reads_SRR29355737	rel_abundance_SRR29355738	reads_SRR29355738	rel_abundance_SRR29355739	reads_SRR29355739	rel_abundance_SRR29355740	reads_SRR29355740	rel_abundance_SRR29355741	reads_SRR29355741	rel_abundance_SRR29355742	reads_SRR29355742	rel_abundance_SRR29355743	reads_SRR29355743	rel_abundance_SRR29355744	reads_SRR29355744	rel_abundance_SRR29355745	reads_SRR29355745	rel_abundance_SRR29355746	reads_SRR29355746	rel_abundance_SRR29355747	reads_SRR29355747	rel_abundance_SRR29355748	reads_SRR29355748	rel_abundance_SRR29355749	reads_SRR29355749	rel_abundance_SRR29355750	reads_SRR29355750	rel_abundance_SRR29355751	reads_SRR29355751	rel_abundance_SRR29355752	reads_SRR29355752	rel_abundance_SRR29355753	reads_SRR29355753
Chemotaxis response - phosphatase CheZ	Bacterial_Chemotaxis	""	Motility and Chemotaxis	0	0	0	0	0.00521131898483506	1	0.0107204116638079	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0529920104353498	13	0.00447647611799991	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chemotaxis response regulator protein-glutamate methylesterase CheB (EC 3.1.1.61)	Bacterial_Chemotaxis	""	Motility and Chemotaxis	0	0	0	0	0	0	0.0160806174957118	3	0	0	0	0	0	0	0	0	0.0084051271275478	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0448393934452959	11	0.00895295223599982	2	0.0208261020479	6	0.0173280194073817	1	0.00966837474620516	2	0	0	0	0	0	0	0.00464900046490005	1	0.0283085633404105	2	0.0535188654000535	2	0	0	0	0	0.00253549695740365	1	0.0133226751931788	2
Chitin binding protein	Chitin_and_N-acetylglucosamine_utilization	Carbohydrates	Aminosugars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0172443524745646	1	0	0	0	0	0	0	0	0	0.00606888180852678	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chitinase (EC 3.2.1.14)	Chitin_and_N-acetylglucosamine_utilization	Carbohydrates	Aminosugars	0	0	0	0	0.00521131898483506	1	0	0	0	0	0.089126559714795	3	0	0	0	0	0.0042025635637739	1	0.00735564545788893	2	0.0172443524745646	1	0	0	0	0	0	0	0.565326633165829	27	0	0	0	0	0	0	0	0	0	0	0	0	0.00483418737310258	1	0	0	0.00676086809546346	1	0	0	0.00929800092980009	2	0	0	0	0	0	0	0	0	0.0101419878296146	4	0.0066613375965894	1
Chitodextrinase precursor (EC 3.2.1.14)	Chitin_and_N-acetylglucosamine_utilization	Carbohydrates	Aminosugars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0585308750365818	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ChlI component of cobalt chelatase involved in B12 biosynthesis	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0281056773468241	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00464403473737984	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorophyllide reductase subunit BchX (EC 1.18.-.-)	Chlorophyll_Biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0040763084950269	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorophyllide reductase subunit BchY (EC 1.18.-.-)	Chlorophyll_Biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	0	0	0	0	0	0	0	0	0	0	0.029708853238265	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorosome protein I, 2Fe-2S ferredoxin	Chlorosome	Photosynthesis	Light-harvesting complexes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00815261699005381	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Choline binding protein A	Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis	Stress Response	Osmotic stress	0	0	0	0	0	0	0.00536020583190395	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0843170320404722	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00347101700798334	1	0	0	0	0	0.0148038490007402	3	0	0	0	0	0	0	0	0	0.0267594327000268	1	0	0	0	0	0	0	0	0
Choline dehydrogenase (EC 1.1.99.1)	Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis	Stress Response	Osmotic stress	0	0	0	0	0	0	0.00536020583190395	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0121377636170536	4	0	0	0.0244578509701614	6	0	0	0	0	0	0	0	0	0	0	0	0	0.00464403473737984	1	0.00464900046490005	1	0.0141542816702052	1	0	0	0	0	0	0	0.00760649087221095	3	0	0
Choline-sulfatase (EC 3.1.6.6)	Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis	Stress Response	Osmotic stress	0	0	0	0	0	0	0	0	0	0	0	0	0.00531801744309721	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Choline-sulfatase (EC 3.1.6.6)	Sulfatases_and_sulfatase_modifying_factor_1	Clustering-based subsystems	Sulfatases and sulfatase modifying factor 1 (and a hypothetical)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042025635637739	1	0	0	0.0172443524745646	1	0	0	0	0	0	0	0	0	0.0151722045213169	5	0	0	0.0366867764552421	9	0	0	0	0	0	0	0	0	0.00986923266716013	2	0	0	0.0185761389495193	4	0.00929800092980009	2	0	0	0	0	0	0	0	0	0	0	0.0199840127897682	3
Chorismate mutase I (EC 5.4.99.5)	Chorismate_Synthesis	Amino Acids and Derivatives	Aromatic amino acids and derivatives	0.0046628741956542	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042025635637739	1	0	0	0.0172443524745646	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00464403473737984	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chorismate synthase (EC 4.2.3.5)	Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate)	Amino Acids and Derivatives	Aromatic amino acids and derivatives	0.0046628741956542	1	0	0	0.00521131898483506	1	0.0107204116638079	2	0	0	0	0	0.0319081046585833	6	0.135808057944771	12	0.0126076906913217	3	0.00367782272894447	1	0	0	0	0	0	0	0.00345960906417575	1	0	0	0.0242755272341071	8	0.00460808257683978	1	0.0244578509701614	6	0.00447647611799991	1	0	0	0.0173280194073817	1	0	0	0.00986923266716013	2	0	0	0	0	0.00464900046490005	1	0	0	0	0	0	0	0	0	0.00253549695740365	1	0	0
Chromate transport protein ChrA	Resistance_to_chromium_compounds	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00303444090426339	1	0	0	0.0203815424751345	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037037037037037	4	0	0	0	0	0	0
Chromosomal replication initiator protein DnaA	DNA-replication	DNA Metabolism	DNA replication	0	0	0.0567250724820371	9	0.00521131898483506	1	0.0214408233276158	4	0.0443458980044346	4	0.029708853238265	1	0.0106360348861944	2	0.0113173381620643	1	0.0336205085101912	8	0	0	0	0	0.0281056773468241	1	0	0	0.0103788271925272	3	0.0209380234505863	1	0.00910332271279017	3	0.0276484954610387	6	0.0733735529104843	18	0.00895295223599982	2	0.0659493231516835	19	0.0173280194073817	1	0	0	0.0148038490007402	3	0.00676086809546346	1	0.0743045557980774	16	0.00929800092980009	2	0	0	0	0	0	0	0	0	0.0278904665314402	11	0	0
Chromosome (plasmid) partitioning protein ParA	Bacterial_Cytoskeleton	""	Cell Division and Cell Cycle	0	0	0.0567250724820371	9	0	0	0.0107204116638079	2	0	0	0	0	0	0	0	0	0.0042025635637739	1	0.00367782272894447	1	0	0	0	0	0.0438981562774363	3	0	0	0	0	0.00303444090426339	1	0.0138242477305193	3	0.0448393934452959	11	0.00447647611799991	1	0.00347101700798334	1	0	0	0	0	0.00986923266716013	2	0	0	0.0139321042121395	3	0	0	0	0	0	0	0	0	0	0	0.00760649087221095	3	0	0
Chromosome (plasmid) partitioning protein ParB	Bacterial_Cytoskeleton	""	Cell Division and Cell Cycle	0	0	0	0	0	0	0	0	0	0	0	0	0.00531801744309721	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0121377636170536	4	0	0	0.00815261699005381	2	0	0	0	0	0	0	0	0	0	0	0	0	0.00928806947475967	2	0	0	0.0141542816702052	1	0	0	0	0	0	0	0	0	0	0
Chromosome (plasmid) partitioning protein ParB-2	Two_cell_division_clusters_relating_to_chromosome_partitioning	""	Cell Division and Cell Cycle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104690117252931	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chromosome partition protein MukE	DNA_structural_proteins,_bacterial	""	DNA Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00910332271279017	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chromosome partition protein smc	Two_cell_division_clusters_relating_to_chromosome_partitioning	""	Cell Division and Cell Cycle	0	0	0	0	0	0	0.0160806174957118	3	0	0	0.05941770647653	2	0.0212720697723889	4	0.101856043458579	9	0.0042025635637739	1	0	0	0.0172443524745646	1	0.0281056773468241	1	0	0	0	0	0	0	0	0	0	0	0.0448393934452959	11	0.0134294283539997	3	0.0138840680319334	4	0	0	0	0	0	0	0.0270434723818538	4	0	0	0.00929800092980009	2	0	0	0.0802782981000803	3	0	0	0	0	0.0253549695740365	10	0	0
Chromosome partitioning protein ParA	Bacterial_Cell_Division	""	Clustering-based subsystems	0	0	0	0	0	0	0	0	0	0	0	0	0.0106360348861944	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00303444090426339	1	0.00460808257683978	1	0.00815261699005381	2	0	0	0.00694203401596668	2	0.0346560388147635	2	0.00483418737310258	1	0.00493461633358006	1	0	0	0.00464403473737984	1	0	0	0.0141542816702052	1	0	0	0	0	0	0	0.0101419878296146	4	0	0
Chromosome replication initiation protein dnaD	Control_of_cell_elongation_-_division_cycle_in_Bacilli	""	Cell Division and Cell Cycle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0438981562774363	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cinnamoyl-CoA reductase (EC 1.2.1.44)	Caffeic_acid_derivatives	Secondary Metabolism	Biosynthesis of phenylpropanoids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0147112909157779	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Circadian clock protein KaiC	Cyanobacterial_Circadian_Clock	""	Cell Division and Cell Cycle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00347101700798334	1	0	0	0	0	0	0	0	0	0.00464403473737984	1	0	0	0.0424628450106157	3	0	0	0	0	0	0	0.0050709939148073	2	0	0
Circadian input kinase A	Cyanobacterial_Circadian_Clock	""	Cell Division and Cell Cycle	0.0046628741956542	1	0	0	0.00521131898483506	1	0	0	0	0	0	0	0	0	0.0113173381620643	1	0	0	0	0	0.0517330574236937	3	0	0	0	0	0	0	0	0	0.0182066454255803	6	0	0	0.0244578509701614	6	0.00447647611799991	1	0.00694203401596668	2	0	0	0	0	0	0	0	0	0.0185761389495193	4	0.00464900046490005	1	0	0	0.0535188654000535	2	0	0	0	0	0.0152129817444219	6	0	0
Circadian phase modifier	Cyanobacterial_Circadian_Clock	""	Cell Division and Cell Cycle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0040763084950269	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrate synthase (si) (EC 2.3.3.1)	Serine-glyoxylate_cycle	Carbohydrates	One-carbon Metabolism	0.023314370978271	5	0.0630278583133745	10	0	0	0.0911234991423671	17	0	0	0.05941770647653	2	0.143586470963625	27	0.0113173381620643	1	0.117671779785669	28	0.0698786318499448	19	0.396620106914985	23	0	0	0.0731635937957273	5	0	0	0	0	0.127446517979062	42	0.0368646606147182	8	0	0	0.00895295223599982	2	0.152724748351267	44	0	0	0	0	0.167776955341722	34	0.0405652085727807	6	0.171829285283054	37	0.0836820083682008	18	0	0	0.0267594327000268	1	0	0	0.0054611981868822	1	0.0659229208924949	26	0	0
Citrate synthase (si) (EC 2.3.3.1)	TCA_Cycle	Carbohydrates	Central carbohydrate metabolism	0	0	0	0	0.0208452759393402	4	0	0	0.121951219512195	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.146566164154104	7	0	0	0	0	0.150823414315995	37	0	0	0	0	0.0346560388147635	2	0.0145025621193077	3	0	0	0	0	0	0	0	0	0.0141542816702052	1	0	0	0	0	0	0	0	0	0.0732747135624833	11
ClpB protein	Protein_chaperones	Protein Metabolism	Protein folding	0.0186514967826168	4	0.107147359132737	17	0.0208452759393402	4	0.359133790737564	67	0.0332594235033259	3	0	0	0.0425441395447777	8	0.0226346763241286	2	0	0	0.117690327326223	32	0.0172443524745646	1	0.0562113546936481	2	0.380450687737782	26	0.013838436256703	4	0.0418760469011725	2	0.0849643453193749	28	0.0368646606147182	8	0.0978314038806457	24	0	0	0.0763623741756335	22	0.0866400970369087	5	0.00966837474620516	2	0.0986923266716013	20	0	0	0.222913667394232	48	0.0511390051139005	11	0	0	0	0	0	0	0.0382283873081754	7	0.0938133874239351	37	0.0199840127897682	3
ClpB protein	USS-DB-7	""	Clustering-based subsystems	0	0	0	0	0	0	0	0	0	0	0.029708853238265	1	0	0	0	0	0.0798487077117041	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00895295223599982	2	0	0	0	0	0	0	0	0	0.0473260766682442	7	0	0	0	0	0.0283085633404105	2	0.0535188654000535	2	0	0	0	0	0	0	0	0
ClpXP protease specificity-enhancing factor	Proteolysis_in_bacteria,_ATP-dependent	Protein Metabolism	Protein degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00367782272894447	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00694203401596668	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CoB--CoM heterodisulfide reductase 2 iron-sulfur subunit D (EC 1.8.98.1)	Anaerobic_respiratory_reductases	Respiration	Electron accepting reactions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00303444090426339	1	0	0	0	0	0	0	0.0312391530718501	9	0	0	0	0	0.0296076980014804	6	0.0338043404773173	5	0.00928806947475967	2	0.00929800092980009	2	0.0283085633404105	2	0.107037730800107	4	0	0	0	0	0.0101419878296146	4	0	0
CoB--CoM heterodisulfide reductase 2 subunit E (EC 1.8.98.1)	Anaerobic_respiratory_reductases	Respiration	Electron accepting reactions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0344887049491292	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00694203401596668	2	0	0	0	0	0	0	0.00676086809546346	1	0	0	0.0278940027894003	6	0.0707714083510262	5	0.0267594327000268	1	0	0	0	0	0	0	0	0
CoB--CoM heterodisulfide reductase subunit A (EC 1.8.98.1)	Anaerobic_respiratory_reductases	Respiration	Electron accepting reactions	0	0	0	0	0	0	0	0	0	0	0	0	0.0106360348861944	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00910332271279017	3	0	0	0.0122289254850807	3	0.0134294283539997	3	0	0	0	0	0.00966837474620516	2	0	0	0.00676086809546346	1	0.00928806947475967	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CoB--CoM heterodisulfide reductase subunit B (EC 1.8.98.1)	Anaerobic_respiratory_reductases	Respiration	Electron accepting reactions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0562113546936481	2	0	0	0	0	0	0	0.00303444090426339	1	0	0	0.00815261699005381	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00253549695740365	1	0	0
CoB--CoM heterodisulfide reductase subunit C (EC 1.8.98.1)	Anaerobic_respiratory_reductases	Respiration	Electron accepting reactions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0163052339801076	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0535188654000535	2	0	0	0	0	0	0	0	0
CoB--CoM heterodisulfide reductase subunit D (EC 1.8.98.1)	Anaerobic_respiratory_reductases	Respiration	Electron accepting reactions	0	0	0	0	0	0	0.0107204116638079	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0040763084950269	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CoB--CoM-reducing hydrogenase (Cys) alpha subunit	H2:CoM-S-S-HTP_oxidoreductase	Respiration	Electron donating reactions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00921616515367955	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CoB--CoM-reducing hydrogenase (Cys) beta subunit	H2:CoM-S-S-HTP_oxidoreductase	Respiration	Electron donating reactions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0535188654000535	2	0	0	0	0	0	0	0	0
Cob(I)alamin adenosyltransferase (EC 2.5.1.17)	Cobalamin_synthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00464900046490005	1	0	0	0	0	0	0	0	0	0	0	0	0
Cob(I)alamin adenosyltransferase (EC 2.5.1.17)	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	0.0046628741956542	1	0.0126055716626749	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0126076906913217	3	0	0	0	0	0	0	0	0	0	0	0	0	0.0121377636170536	4	0	0	0.0366867764552421	9	0	0	0	0	0.0173280194073817	1	0.00483418737310258	1	0.0148038490007402	3	0	0	0	0	0	0	0.0141542816702052	1	0	0	0	0	0	0	0.0050709939148073	2	0	0
Cob(I)alamin adenosyltransferase PduO (EC 2.5.1.17)	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	0.0046628741956542	1	0	0	0	0	0	0	0.0443458980044346	4	0	0	0	0	0	0	0.0042025635637739	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0121377636170536	4	0	0	0.0040763084950269	1	0	0	0.00694203401596668	2	0	0	0	0	0	0	0	0	0.00464403473737984	1	0	0	0	0	0	0	0	0	0	0	0.00253549695740365	1	0	0
Cob(I)alamin adenosyltransferase PduO (EC 2.5.1.17)	Glycerol_fermenation_to_1,3-propanediol	Carbohydrates	Sugar alcohols	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00460808257683978	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cob(II)alamin reductase	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0281056773468241	1	0	0	0	0	0	0	0	0	0	0	0.0040763084950269	1	0	0	0.0555362721277334	16	0	0	0	0	0	0	0	0	0.0139321042121395	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CobN component of cobalt chelatase involved in B12 biosynthesis	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	0.0046628741956542	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0517330574236937	3	0.0281056773468241	1	0	0	0	0	0	0	0	0	0	0	0.0040763084950269	1	0	0	0.0416522040958001	12	0	0	0	0	0	0	0.00676086809546346	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0126774847870183	5	0	0
CobW GTPase involved in cobalt insertion for B12 biosynthesis	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0040763084950269	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cobalamin biosynthesis protein CbiG	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138840680319334	4	0	0	0	0	0	0	0.00676086809546346	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cobalamin synthase	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0122289254850807	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00929800092980009	2	0.0283085633404105	2	0	0	0	0	0	0	0	0	0	0
Cobalt-precorrin-2 C20-methyltransferase (EC 2.1.1.130)	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0679040289723857	6	0	0	0	0	0	0	0	0	0.0146327187591455	1	0	0	0	0	0	0	0	0	0.0040763084950269	1	0	0	0.00694203401596668	2	0	0	0	0	0	0	0	0	0	0	0	0	0.127388535031847	9	0	0	0	0	0.0109223963737644	2	0	0	0	0
Cobalt-precorrin-3b C17-methyltransferase	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0151722045213169	5	0	0	0.00815261699005381	2	0	0	0.0242971190558834	7	0	0	0	0	0.00493461633358006	1	0.0405652085727807	6	0	0	0	0	0	0	0.0267594327000268	1	0	0	0	0	0.0050709939148073	2	0	0
Cobalt-precorrin-4 C11-methyltransferase (EC 2.1.1.133)	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00815261699005381	2	0	0	0.00694203401596668	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0066613375965894	1
Cobalt-precorrin-6 synthase, anaerobic	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00815261699005381	2	0	0	0.00347101700798334	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00925925925925926	1	0	0	0.0050709939148073	2	0	0
Cobalt-precorrin-6x reductase (EC 1.3.1.54)	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00303444090426339	1	0	0	0.0040763084950269	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cobalt-precorrin-6y C15-methyltransferase [decarboxylating] (EC 2.1.1.-)	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042025635637739	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00347101700798334	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
