enzyme	SEED_subsystem	SEED_subsystem_functional_category	description	SRR29355722	SRR29355723	SRR29355724	SRR29355725	SRR29355726	SRR29355727	SRR29355728	SRR29355729	SRR29355730	SRR29355731	SRR29355732	SRR29355733	SRR29355734	SRR29355735	SRR29355736	SRR29355737	SRR29355738	SRR29355739	SRR29355740	SRR29355741	SRR29355742	SRR29355743	SRR29355744	SRR29355745	SRR29355746	SRR29355747	SRR29355748	SRR29355749	SRR29355750	SRR29355751	SRR29355752	SRR29355753
Cyanophycinase (EC 3.4.15.6)	Cyanophycin_Metabolism	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Cyclic AMP receptor protein	cAMP_signaling_in_bacteria	""	Regulation and Cell signaling	2	0	2	35	15	1	0	0	0	0	0	0	0	0	0	1	3	6	1	0	0	3	0	0	1	0	0	0	0	4	0	0
Cyclic beta-1,2-glucan synthase (EC 2.4.1.-)	Synthesis_of_osmoregulated_periplasmic_glucans	Stress Response	Osmotic stress	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	3	0	3	0	0	0	1	3	0	0	1	0	0	0	0	1	0
Cyclohexadienyl dehydratase (EC 4.2.1.51)(EC 4.2.1.91)	Phenylalanine_and_Tyrosine_Branches_from_Chorismate	Amino Acids and Derivatives	Aromatic amino acids and derivatives	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	3	0	1	0	0	0	1	0	0	0	0	0	0
Cyclohexadienyl dehydrogenase (EC 1.3.1.12)(EC 1.3.1.43)	Chorismate_Synthesis	Amino Acids and Derivatives	Aromatic amino acids and derivatives	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyclomaltodextrin glucanotransferase (EC 2.4.1.19)	Alpha-Amylase_locus_in_Streptocococcus	Carbohydrates	Polysaccharides	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79)	CBSS-291331.3.peg.3674	""	Clustering-based subsystems	0	4	1	0	0	0	0	0	0	0	0	0	0	1	1	5	0	10	0	2	0	1	0	0	0	1	0	0	0	0	1	0
Cyclopropane-fatty-acyl-phospholipid synthase-like protein, clusters with FIG005069	CBSS-291331.3.peg.3674	""	Clustering-based subsystems	0	0	0	0	0	0	1	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
Cyn operon transcriptional activator	DNA-binding_regulatory_proteins,_strays	""	Regulation and Cell signaling	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	3	0
Cys regulon transcriptional activator CysB	Cysteine_Biosynthesis	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	0	5	3	14	0	0	3	1	1	1	0	0	1	0	0	5	0	12	1	0	0	1	3	0	0	0	0	0	0	0	2	0
Cystathionine beta-lyase (EC 4.4.1.8)	Methionine_Biosynthesis	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	0	0	0	0	0	0
Cystathionine beta-synthase (EC 4.2.1.22)	Cysteine_Biosynthesis	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	14	0
Cystathionine beta-synthase (EC 4.2.1.22)	Glycine_and_Serine_Utilization	Amino Acids and Derivatives	Alanine, serine, and glycine	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cystathionine beta-synthase (EC 4.2.1.22)	Methionine_Biosynthesis	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	0	0	0	0	0	0	0	1	1	17	1	0	0	0	0	7	0	1	3	4	0	1	4	0	73	0	0	0	0	1	0	0
Cystathionine beta-synthase (EC 4.2.1.22)	Methionine_Degradation	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	0	0	0	0	23	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cystathionine gamma-lyase (EC 4.4.1.1)	Cysteine_Biosynthesis	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Cystathionine gamma-lyase (EC 4.4.1.1)	Glycine_and_Serine_Utilization	Amino Acids and Derivatives	Alanine, serine, and glycine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
Cystathionine gamma-lyase (EC 4.4.1.1)	Methionine_Biosynthesis	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	0	0	0	0	67	2	1	0	18	8	5	0	0	0	2	0	0	1	0	6	0	0	30	0	13	0	0	1	0	0	5	0
Cystathionine gamma-synthase (EC 2.5.1.48)	Methionine_Biosynthesis	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	0	0	0	0	0	0	0	0	2	0	1	1	0	0	1	1	0	6	5	0	0	0	11	0	0	0	1	0	0	0	0	0
Cysteine desulfurase (EC 2.8.1.7)	CBSS-84588.1.peg.1247	Clustering-based subsystems	Lysine, threonine, methionine, and cysteine	1	11	0	3	1	4	0	6	3	5	7	7	1	0	0	22	6	5	1	8	1	1	6	3	9	10	1	2	1	0	15	0
Cysteine desulfurase (EC 2.8.1.7)	COG2363	Miscellaneous	Plant-Prokaryote DOE project	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cysteine desulfurase (EC 2.8.1.7), IscS subfamily	Alanine_biosynthesis	Amino Acids and Derivatives	Alanine, serine, and glycine	0	0	1	1	1	0	7	0	4	2	0	0	0	0	0	5	2	12	2	5	0	0	6	3	7	5	0	0	0	0	8	4
Cysteine desulfurase (EC 2.8.1.7), NifS subfamily	Alanine_biosynthesis	Amino Acids and Derivatives	Alanine, serine, and glycine	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	4	0	0	0	0	3	0	0	1	0	0	0	0	2	0
Cysteine desulfurase (EC 2.8.1.7), SufS subfamily	Alanine_biosynthesis	Amino Acids and Derivatives	Alanine, serine, and glycine	0	0	1	2	0	0	1	1	2	0	0	1	3	1	0	2	2	7	0	3	1	0	3	1	0	2	0	0	1	0	4	2
Cysteine desulfurase CsdA-CsdE (EC 2.8.1.7), main protein CsdA	CBSS-84588.1.peg.1247	Clustering-based subsystems	Lysine, threonine, methionine, and cysteine	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cysteine synthase (EC 2.5.1.47)	Methionine_Biosynthesis	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	2	2	0	8	5	0	1	2	4	0	2	0	0	0	3	7	1	6	5	10	0	2	16	4	1	4	0	2	0	1	13	0
Cysteine synthase B (EC 2.5.1.47)	Cysteine_Biosynthesis	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	10	1	1	0	2	3	0	0	1	0	0	0	0	2	0
Cysteinyl-tRNA synthetase (EC 6.1.1.16)	tRNA_aminoacylation,_Cys	Protein Metabolism	Protein biosynthesis	0	1	4	5	1	0	0	0	2	7	0	2	3	1	0	13	1	9	2	7	0	0	6	0	3	0	0	0	1	0	7	0
Cysteinyl-tRNA synthetase paralog 2	tRNA_aminoacylation,_Cys	Protein Metabolism	Protein biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cystine ABC transporter, ATP-binding protein	Adaptation_to_d-cysteine	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	0	1	0	0	0	0	7	5	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Cystine ABC transporter, periplasmic cystine-binding protein FliY	L-Cystine_Uptake_and_Metabolism	Sulfur Metabolism	Organic sulfur assimilation	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Cystine ABC transporter, permease protein	Adaptation_to_d-cysteine	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Cytidine deaminase (EC 3.5.4.5)	Murein_hydrolase_regulation_and_cell_death	Regulation and Cell signaling	Programmed Cell Death and Toxin-antitoxin Systems	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cytidine deaminase (EC 3.5.4.5)	pyrimidine_conversions	Nucleosides and Nucleotides	Pyrimidines	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
Cytidylate kinase (EC 2.7.4.14)	pyrimidine_conversions	Nucleosides and Nucleotides	Pyrimidines	0	0	0	0	2	0	10	0	3	2	0	0	0	1	0	4	0	13	2	5	0	0	2	0	1	0	0	0	0	0	4	1
Cytochrome C550 (Soluble cytochrome C)	Soluble_cytochromes_and_functionally_related_electron_carriers	""	Respiration	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cytochrome C553 (soluble cytochrome f)	Soluble_cytochromes_and_functionally_related_electron_carriers	""	Respiration	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	1	0	7	0	0	0	0	0	1	0
Cytochrome O ubiquinol oxidase subunit I (EC 1.10.3.-)	Terminal_cytochrome_O_ubiquinol_oxidase	Respiration	Electron accepting reactions	0	0	0	2	0	0	0	1	1	0	2	0	1	0	0	1	0	1	4	0	0	0	0	0	0	0	0	0	1	0	1	0
Cytochrome O ubiquinol oxidase subunit II (EC 1.10.3.-)	Terminal_cytochrome_O_ubiquinol_oxidase	Respiration	Electron accepting reactions	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Cytochrome O ubiquinol oxidase subunit III (EC 1.10.3.-)	Terminal_cytochrome_O_ubiquinol_oxidase	Respiration	Electron accepting reactions	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cytochrome b559 alpha chain (PsbE)	Photosystem_II	Photosynthesis	Electron transport and photophosphorylation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Cytochrome b6-f complex iron-sulfur subunit PetC1 (Rieske iron sulfur protein EC 1.10.99.1)	Cytochrome_B6-F_complex	""	Respiration	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cytochrome b6-f complex subunit, apocytochrome f	Cytochrome_B6-F_complex	""	Respiration	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cytochrome c heme lyase subunit CcmF	Copper_homeostasis	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	11	0	3	0	0	0	1	0	2	0	0	0	1	2	0
Cytochrome c heme lyase subunit CcmH	Copper_homeostasis	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cytochrome c heme lyase subunit CcmL	Biogenesis_of_c-type_cytochromes	""	Respiration	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Cytochrome c nitrite reductase, small subunit NrfH	Nitrate_and_nitrite_ammonification	""	Nitrogen Metabolism	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cytochrome c oxidase (B(O/a)3-type) chain I (EC 1.9.3.1)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions	0	5	0	0	0	1	0	0	4	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	2	1
Cytochrome c oxidase (B(O/a)3-type) chain II (EC 1.9.3.1)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0
Cytochrome c oxidase polypeptide I (EC 1.9.3.1)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions	8	25	11	71	39	37	3	59	111	100	65	1	13	3	7	391	46	60	14	108	3	14	51	53	100	43	58	4	16	7	90	43
Cytochrome c oxidase polypeptide II (EC 1.9.3.1)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions	1	1	3	22	10	5	3	0	28	13	6	2	13	0	4	230	16	9	1	18	0	0	9	11	7	7	2	1	1	2	19	2
Cytochrome c oxidase polypeptide III (EC 1.9.3.1)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions	3	0	4	24	4	3	1	0	23	14	7	1	0	2	0	20	3	8	3	14	2	1	9	4	9	7	4	0	1	3	10	12
Cytochrome c oxidase subunit CcoN (EC 1.9.3.1)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions	3	39	18	45	29	1	11	37	22	39	0	0	36	0	10	52	4	39	29	10	40	8	11	1	18	21	3	0	2	4	30	1
Cytochrome c oxidase subunit CcoO (EC 1.9.3.1)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions	5	10	3	29	0	1	14	1	10	7	3	0	0	0	5	40	2	17	5	5	24	1	21	2	3	8	0	0	0	3	18	0
Cytochrome c oxidase subunit CcoP (EC 1.9.3.1)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions	3	0	8	64	6	1	7	8	9	7	2	0	0	1	6	21	2	22	7	1	14	4	4	1	8	5	0	0	0	0	7	1
Cytochrome c oxidase subunit CcoQ (EC 1.9.3.1)	Terminal_cytochrome_C_oxidases	Respiration	Electron accepting reactions	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Cytochrome c-552 precursor	Soluble_cytochromes_and_functionally_related_electron_carriers	""	Respiration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cytochrome c-type biogenesis protein CcdA (DsbD analog)	Periplasmic_disulfide_interchange	Protein Metabolism	Protein folding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	0	2	0	0	4	0	0	0	0	0
Cytochrome c-type biogenesis protein CcdA (DsbD analog)	Sulfur_oxidation	""	Sulfur Metabolism	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Cytochrome c-type biogenesis protein CcdA homolog, associated with MetSO reductase	Peptide_methionine_sulfoxide_reductase	Protein Metabolism	Protein processing and modification	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Cytochrome c-type biogenesis protein CcmC, putative heme lyase for CcmE	Biogenesis_of_c-type_cytochromes	""	Respiration	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	9	1	0	1	0	0	0	0	3	0	0	0	0	2	0
Cytochrome c-type biogenesis protein CcmE, heme chaperone	Biogenesis_of_c-type_cytochromes	""	Respiration	0	0	2	5	0	0	0	0	2	0	0	0	0	0	1	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Cytochrome c-type biogenesis protein CcmG/DsbE, thiol:disulfide oxidoreductase	Periplasmic_disulfide_interchange	Protein Metabolism	Protein folding	0	4	0	0	0	1	0	0	2	0	0	0	0	0	0	3	1	6	0	3	0	0	1	1	0	0	0	0	0	0	0	0
Cytochrome c-type biogenesis protein Ccs1/ResB	Biogenesis_of_c-type_cytochromes	""	Respiration	1	0	0	4	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0
Cytochrome c-type biogenesis protein CcsA/ResC	Biogenesis_of_c-type_cytochromes	""	Respiration	0	0	3	6	1	0	0	3	0	0	0	0	0	0	0	4	2	1	1	1	1	0	1	0	0	0	0	0	4	0	2	0
Cytochrome c-type biogenesis protein DsbD, protein-disulfide reductase (EC 1.8.1.8)	Periplasmic_disulfide_interchange	Protein Metabolism	Protein folding	0	0	2	2	0	1	0	3	6	1	0	1	2	0	5	4	1	12	0	3	0	0	1	0	3	2	0	2	1	4	4	0
Cytochrome c-type biogenesis protein ResA	Biogenesis_of_c-type_cytochromes	""	Respiration	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0
Cytochrome c-type biogenesis protein, archaeal, distantly related to heme lyase subunit CcmF	Biogenesis_of_c-type_cytochromes	""	Respiration	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Cytochrome c-type heme lyase subunit nrfE, nitrite reductase complex assembly	Nitrate_and_nitrite_ammonification	""	Nitrogen Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Cytochrome c-type protein NapC	Nitrate_and_nitrite_ammonification	""	Nitrogen Metabolism	2	11	6	130	9	2	38	1	0	0	2	0	0	0	0	42	14	60	6	6	14	8	17	5	17	3	0	0	0	0	1	0
Cytochrome c-type protein TorC	trimethylamine_N-oxide_(TMAO)_reductase	Respiration	Electron accepting reactions	0	0	0	25	0	0	2	0	1	0	0	0	0	0	0	15	1	5	0	0	3	0	2	0	1	1	0	0	0	0	1	0
Cytochrome c-type protein TorY	trimethylamine_N-oxide_(TMAO)_reductase	Respiration	Electron accepting reactions	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Cytochrome c2	Soluble_cytochromes_and_functionally_related_electron_carriers	""	Respiration	0	0	0	0	0	0	2	0	4	5	0	0	0	0	0	9	0	4	0	4	0	2	7	0	4	2	0	0	0	1	2	0
Cytochrome c4	Soluble_cytochromes_and_functionally_related_electron_carriers	""	Respiration	0	0	1	44	0	0	15	0	2	1	0	0	4	0	1	6	0	23	4	0	4	5	1	2	2	5	0	1	0	0	2	0
Cytochrome c551 NirM	Dissimilatory_nitrite_reductase	""	Nitrogen Metabolism	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cytochrome c551 peroxidase (EC 1.11.1.5)	Protection_from_Reactive_Oxygen_Species	Stress Response	Oxidative stress	4	1	0	10	0	2	0	8	4	3	1	0	0	1	0	5	6	12	0	4	3	2	0	2	10	9	2	0	0	0	8	1
Cytochrome c551/c552	Soluble_cytochromes_and_functionally_related_electron_carriers	""	Respiration	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	2	0	2	2
Cytochrome c552	Soluble_cytochromes_and_functionally_related_electron_carriers	""	Respiration	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
Cytochrome c552 precursor (EC 1.7.2.2)	Nitrate_and_nitrite_ammonification	""	Nitrogen Metabolism	0	0	0	0	0	1	0	15	0	1	2	0	0	0	0	8	0	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0
Cytochrome c553	Soluble_cytochromes_and_functionally_related_electron_carriers	""	Respiration	0	0	0	11	1	0	4	0	1	0	0	0	0	0	0	5	0	1	2	0	0	3	1	0	0	1	0	0	0	0	1	0
Cytochrome c55X precursor NirC	Dissimilatory_nitrite_reductase	""	Nitrogen Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cytochrome cd1 nitrite reductase (EC:1.7.2.1)	Denitrification	""	Nitrogen Metabolism	2	4	0	18	12	0	11	0	4	29	0	0	0	0	0	18	0	22	4	26	0	3	13	0	10	0	0	0	0	0	17	0
Cytochrome cd1 nitrite reductase (EC:1.7.2.1)	Dissimilatory_nitrite_reductase	""	Nitrogen Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)	Terminal_cytochrome_d_ubiquinol_oxidases	Respiration	Electron accepting reactions	0	1	2	10	0	0	5	0	3	0	0	0	0	0	0	4	1	3	1	1	2	0	0	1	0	0	0	1	4	1	2	0
Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	Terminal_cytochrome_d_ubiquinol_oxidases	Respiration	Electron accepting reactions	1	0	1	4	0	0	0	1	0	0	0	0	0	0	0	3	0	8	1	3	0	1	2	0	1	1	0	0	0	0	1	0
Cytochrome oxidase biogenesis protein Cox11-CtaG, copper delivery to Cox1	Biogenesis_of_cytochrome_c_oxidases	""	Respiration	0	0	0	0	0	0	0	0	3	4	0	0	2	2	0	0	0	6	1	2	0	0	0	0	0	2	0	0	0	0	1	0
Cytochrome oxidase biogenesis protein Sco1/SenC/PrrC, putative copper metallochaperone	Biogenesis_of_cytochrome_c_oxidases	""	Respiration	0	0	0	3	1	0	3	0	13	1	0	0	0	0	0	10	1	5	3	5	2	0	0	0	1	6	0	0	0	0	6	1
Cytochrome oxidase biogenesis protein Surf1, facilitates heme A insertion	Biogenesis_of_cytochrome_c_oxidases	""	Respiration	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-)	RNA_processing_and_degradation,_bacterial	RNA Metabolism	RNA processing and modification	0	0	3	16	16	1	1	0	4	5	3	1	0	0	5	2	3	7	2	7	1	4	5	2	2	2	0	0	0	1	10	0
Cytoplasmic protein YaiE	CBSS-562.2.peg.5158_SK3_including	""	Clustering-based subsystems	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cytoplasmic trehalase (EC 3.2.1.28)	Trehalose_Uptake_and_Utilization	Carbohydrates	Di- and oligosaccharides	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cytosine deaminase (EC 3.5.4.1)	CBSS-326442.4.peg.1852	Clustering-based subsystems	Translation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cytosine deaminase (EC 3.5.4.1)	Creatine_and_Creatinine_Degradation	""	Amino Acids and Derivatives	0	0	0	1	1	0	0	0	1	0	3	0	0	0	0	0	2	1	0	0	0	0	5	1	0	6	0	1	0	1	0	1
Cytosine permease	Creatine_and_Creatinine_Degradation	""	Amino Acids and Derivatives	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cytosine/purine/uracil/thiamine/allantoin permease family protein	Purine_Utilization	Nucleosides and Nucleotides	Purines	0	0	0	10	2	0	2	0	1	0	0	0	0	1	0	2	0	6	0	0	0	0	0	0	0	0	0	0	2	1	1	0
Cytosol aminopeptidase PepA (EC 3.4.11.1)	Aminopeptidases_(EC_3.4.11.-)	Protein Metabolism	Protein degradation	1	12	0	8	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0
Cytosol aminopeptidase PepA (EC 3.4.11.1)	Dehydrogenase_complexes	Carbohydrates	Central carbohydrate metabolism	0	0	0	0	0	1	1	0	4	7	5	0	0	0	0	0	0	19	1	2	0	0	13	0	0	7	0	2	0	0	3	0
D(-)-3-hydroxybutyrate oligomer hydrolase (EC 3.1.1.22)	Polyhydroxybutyrate_metabolism	""	Fatty Acids, Lipids, and Isoprenoids	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	1	0
D,D-heptose 7-phosphate kinase	Capsular_heptose_biosynthesis	Cell Wall and Capsule	Capsular and extracellular polysacchrides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	Pyridoxin_(Vitamin_B6)_Biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Pyridoxine	0	1	0	6	3	5	7	4	2	5	0	4	1	1	3	11	0	10	2	11	2	1	10	1	3	1	8	0	0	0	15	3
D-Lactate dehydrogenase (EC 1.1.2.5)	Lactate_utilization	Carbohydrates	Organic acids	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	1	0	2	0	0	0	0	0	0	0	0	0	2	0
D-Lactate dehydrogenase, cytochrome c-dependent (EC 1.1.2.4)	Glycolate,_glyoxylate_interconversions	Carbohydrates	Central carbohydrate metabolism	0	0	0	0	0	0	0	0	0	11	0	2	0	0	0	1	0	0	0	0	0	2	0	1	0	1	0	0	0	0	2	0
D-Ornithine 4,5-aminomutase E subunit (EC 5.4.3.5)	Anaerobic_Oxidative_Degradation_of_L-Ornithine	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D-alanine aminotransferase (EC 2.6.1.21)	Pyruvate_Alanine_Serine_Interconversions	Carbohydrates	Central carbohydrate metabolism	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	1	0	6	1	0	0	1	1	0	0	0	0	0	0	1	0	0
D-alanine--D-alanine ligase (EC 6.3.2.4)	Peptidoglycan_biosynthesis--gjo	""	Cell Wall and Capsule	0	0	0	1	0	0	2	3	1	0	2	1	0	2	0	2	0	3	0	1	1	1	0	0	0	0	1	1	0	4	6	2
D-alanine--D-alanine ligase A (EC 6.3.2.4)	Peptidoglycan_biosynthesis--gjo	""	Cell Wall and Capsule	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
D-alanine--poly(phosphoribitol) ligase subunit 1 (EC 6.1.1.13)	Teichoic_and_lipoteichoic_acids_biosynthesis	Cell Wall and Capsule	Gram-Positive cell wall components	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
D-alanyl transfer protein DltB	D-Alanyl_Lipoteichoic_Acid_Biosynthesis	Cell Wall and Capsule	Gram-Positive cell wall components	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
